,First Name,Last Name,DOB,Gender,Selected Race,Guardian First,Guardian Last,Street,City,State,Zip,SCHOOL_ID
206,Paul,SNYDER,2001-09-10,Boy,White,BRETT,SNYDER,2253 Coffman Alley,Cleantown,ST,42718.0,206
207,Sloan,WHITFIELD,2010-06-07,Girl,Black,RAE,WHITFIELD,3606 Meadowbrook Mall Road,Cleantown,ST,90291.0,207
208,Deshawn,TOWNES-GAINES,2008-06-26,Boy,Black,DARRYL,TOWNES-GAINES,1522 Bagwell Avenue,Cleantown,ST,34471.0,208
209,Harper,HERNANDEZ,1999-04-03,Boy,Hispanic,MILTON,HERNANDEZ,2644 Poling Farm Road,Cleantown,ST,68048.0,209
210,Jadiel,JACKSON,2001-10-17,Boy,Black,HILARY,JACKSON,3598 Duke Lane,Cleantown,ST,7477.0,210
211,Landry,LIN,2007-01-25,Girl,AAPI,ANNMARIE,LIN,883 Thorn Street,Cleantown,ST,82003.0,211
212,Albert,KRAFT-KERN,2009-03-06,Boy,White,ABBY,KRAFT-KERN,2927 Stout Street,Cleantown,ST,17401.0,212
213,Leah,LARSON,2006-07-10,Girl,White,LADONNA,LARSON,269 Oliver Street,Cleantown,ST,75051.0,213
214,Blaze,CALLOWAY,2008-06-04,Boy,Black,LOUISA,CALLOWAY,4449 State Street,Cleantown,ST,63141.0,214
215,Amelie,MALDONADO,1999-10-10,Girl,Hispanic,JONI,MALDONADO,1087 Gateway Avenue,Cleantown,ST,93304.0,215
216,Amalia,FAVORS,1998-12-30,Girl,Black,ARACELI,LOCKETT,13 Swick Hill Street,Cleantown,ST,77515.0,216
217,Callan,VILLALOBOS,2004-08-12,Boy,Hispanic,BRAD,VAZQUEZ,3827 Murry Street,Cleantown,ST,23462.0,217
218,Chloe,HARMAN,2006-04-27,Girl,White,CHESTER,HARMAN,1016 Tenmile,Cleantown,ST,23608.0,218
219,Brayden,SCHAFER,2007-12-22,Boy,White,ERICKA,SCHAFER,1979 Jehovah Drive,Cleantown,ST,22408.0,219
220,Arian,TOVAR,2006-04-05,Boy,Hispanic,GRACIELA,TOVAR,3284 Dogwood Lane,Cleantown,ST,85712.0,220
221,Hendrix,DECKER,2009-03-27,Boy,White,CANDY,LENTZ,1344 Spring Haven Trail,Cleantown,ST,7042.0,221
222,Courtney,DELCID,2008-03-17,Girl,Hispanic,DONA,DELCID,215 Oak Lane,Cleantown,ST,64635.0,222
223,Mason,LARSON,2003-08-12,Boy,White,SHANE,LARSON,3129 Alpaca Way,Cleantown,ST,92686.0,223
224,Lawson,SCHNEIDER,1998-06-08,Boy,White,CHESTER,RUSSO,252 Rinehart Road,Cleantown,ST,33169.0,224
225,Naomi,BRAUN,1998-03-15,Girl,White,BETTE,WOLF,2765 McVaney Road,Cleantown,ST,28801.0,225
226,Chace,BEGAY,2008-06-07,Boy,Native,FELECIA,BEGAY,753 Brown Street,Cleantown,ST,94553.0,226
227,Courtney,ZAZUETA,2001-04-04,Girl,Hispanic,CLARICE,RAMIRES,4834 Alfred Drive,Cleantown,ST,10011.0,227
228,Lewis,HERNANDEZ,2002-06-08,Boy,Hispanic,SIMONE,HERNANDEZ,2261 Jadewood Drive,Cleantown,ST,46404.0,228
229,Abel,ZIMMERMAN,2001-11-19,Boy,White,MARCY,YOST,592 Park Street,Cleantown,ST,94556.0,229
230,Zayn,BOWENS,2000-06-06,Boy,Black,KAYE,BOWENS,3863 Richards Avenue,Cleantown,ST,95367.0,230
231,Zayn,MCGHEE,1999-11-13,Boy,Black,CONCEPCION,MCGHEE,1061 Fancher Drive,Cleantown,ST,75074.0,231
232,Rey,DUBOSE,1998-03-28,Boy,Black,MAX,FLUKER,656 Chapel Street,Cleantown,ST,77521.0,232
233,Tamia,SHEN,2005-07-16,Girl,AAPI,BRIDGETT,SHEN,1012 Jefferson Street,Cleantown,ST,23518.0,233
234,Lucas,DIETZ,2001-02-14,Boy,White,IMOGENE,DIETZ,4654 Rubaiyat Road,Cleantown,ST,49444.0,234
235,Thatcher,JACKSON,2000-09-03,Boy,Black,CLAUDE,JACKSON,4098 Station Street,Cleantown,ST,78756.0,235
236,Emma,DIETRICH,1999-09-14,Girl,White,ROSETTA,DIETRICH,2003 Adamsville Road,Cleantown,ST,78550.0,236
237,Maryam,FRAUSTO,1999-06-11,Girl,Hispanic,GILBERT,FRAUSTO,700 Rainy Day Drive,Cleantown,ST,2107.0,237
238,Scarlett,WEINER,2002-12-08,Girl,White,DEANA,ONEILL,426 Bedford Street,Cleantown,ST,6516.0,238
239,Lennox,OROZCO,1999-07-05,Boy,Hispanic,LEILA,OROZCO,4452 Richards Avenue,Cleantown,ST,95204.0,239
240,Catalina,FISCHER,2010-09-16,Girl,White,ELIZA,VOSS,3638 Angie Drive,Cleantown,ST,90017.0,240
241,Shaun,JIMENEZ,1998-06-19,Boy,Hispanic,SYBIL,JIMENEZ,4950 Birch  Street,Cleantown,ST,79915.0,241
242,Joanna,HOFF,2006-09-23,Girl,White,CHARLIE,PELLETIER,1786 Hampton Meadows,Cleantown,ST,1742.0,242
243,Zoe,MARCUM-HEIN,2006-05-28,Girl,White,MAURICE,MARCUM-HEIN,665 Elk Rd Little,Cleantown,ST,12207.0,243
244,Giancarlo,CRAYTON,2009-02-27,Boy,Black,LETHA,CRAYTON,318 Granville Lane,Cleantown,ST,7940.0,244
245,Agustin,PIERRE,2001-10-04,Boy,Black,EDWINA,PIERRE,1716 Timbercrest Road,Cleantown,ST,99743.0,245
246,Madison,SORENSEN,1998-11-25,Girl,White,WINNIE,SORENSEN,1101 Bird Street,Cleantown,ST,88101.0,246
247,Davis,GUSTAFSON,2008-05-15,Boy,White,RACHELLE,GUSTAFSON,1943 Evergreen Lane,Cleantown,ST,90280.0,247
248,London,MESSER,2001-02-07,Girl,White,CECIL,MACDONALD,1178 Sardis Station,Cleantown,ST,55415.0,248
249,Shelby,ENGLE,1998-01-11,Girl,White,CALLIE,ENGLE,3211 Ashton Lane,Cleantown,ST,78756.0,249
250,Aron,NAVARRETE,1998-04-24,Boy,Hispanic,RANDI,GAYTAN,3272 Shinn Avenue,Cleantown,ST,15219.0,250
251,Camdyn,WILLIAMS,2009-12-29,Boy,Black,BENITA,PEGUES,1604 Bingamon Road,Cleantown,ST,44080.0,251
252,Emma,WEISS,2001-03-31,Girl,White,GALE,WEISS,3774 Alfred Drive,Cleantown,ST,17401.0,252
253,Bennett,LENTZ,2006-07-17,Boy,White,BRETT,LENTZ,2887 Hampton Meadows,Cleantown,ST,1776.0,253
254,Alessandro,LAGUNAS,2002-10-30,Boy,Hispanic,CAROLINA,LAGUNAS,3881 Eastland Avenue,Cleantown,ST,39201.0,254
255,Marleigh,VU,2002-05-19,Girl,AAPI,JULIAN,VU,3606 Tipple Road,Cleantown,ST,19020.0,255
256,Thomas,BAUER,2006-06-24,Boy,White,CONSUELO,BAUER,4839 South Street,Cleantown,ST,22903.0,256
257,Beau,HEATON,2007-06-05,Boy,White,DOMINIQUE,HEATON,2530 Courtright Street,Cleantown,ST,58734.0,257
258,Reese,MENJIVAR,2006-05-30,Boy,Hispanic,MEAGAN,MENJIVAR,2069 Oliverio Drive,Cleantown,ST,67844.0,258
259,Ansley,ARTEAGA,1998-01-13,Girl,Hispanic,TONIA,HERNANDEZ,3365 Alpha Avenue,Cleantown,ST,32202.0,259
260,Anthony,ONEILL,2006-09-17,Boy,White,JONI,CARLSON,2530 Five Points,Cleantown,ST,21201.0,260
261,Kadence,CRONIN,2007-09-26,Girl,White,MARGRET,CARLSON,3983 Whitman Court,Cleantown,ST,6492.0,261
262,Emiliano,BERGMAN,2000-04-14,Boy,White,JANINE,BRANDT,1633 Red Hawk Road,Cleantown,ST,32801.0,262
263,Mariyah,DEBERRY,2008-03-29,Girl,Black,BYRON,DEBERRY,856 Lauren Drive,Cleantown,ST,53718.0,263
264,Justin,OLSEN,1999-11-22,Boy,White,TAMIKA,LARSON,4311 Wyatt Street,Cleantown,ST,33483.0,264
265,Mekhi,MURILLO,2002-09-12,Boy,Hispanic,RICK,MURILLO,3768 Lynn Street,Cleantown,ST,1610.0,265
266,Eliana,GAGNON,2007-06-18,Girl,White,CANDY,ROTH,1705 Rubaiyat Road,Cleantown,ST,49627.0,266
267,Harlee,DUBOSE,2002-08-08,Girl,Black,ERIK,JACKSON,4869 Cooks Mine Road,Cleantown,ST,87102.0,267
268,Kenya,MURILLO,2003-05-05,Girl,Hispanic,DALE,LOERA,2725 Steve Hunt Road,Cleantown,ST,33169.0,268
269,Pyper,NGUYEN,2004-04-14,Girl,AAPI,ALYCE,NGUYEN,3963 Hoffman Avenue,Cleantown,ST,11743.0,269
270,Ethan,BRENNAN,2006-12-10,Boy,White,BRAD,DENNEY,4337 Stratford Park,Cleantown,ST,47524.0,270
271,Helen,SHOOK,2006-04-27,Girl,White,GREG,SHOOK,2719 Emily Renzelli Boulevard,Cleantown,ST,93901.0,271
272,Kailani,LY,2009-08-22,Girl,AAPI,FRANCESCA,LY,645 Coal Road,Cleantown,ST,18708.0,272
273,Kylie,HARTMAN,2010-02-08,Girl,White,AILEEN,JENSEN,868 Sumner Street,Cleantown,ST,90220.0,273
274,Trinity,SCHNEIDER,1999-07-13,Girl,White,SONDRA,SCHNEIDER,4268 Lucy Lane,Cleantown,ST,47714.0,274
275,Roberto,BLOOM,2007-10-19,Boy,White,ELMER,DURBIN,4930 Main Street,Cleantown,ST,98101.0,275
276,Scarlette,LIANG,2002-06-03,Girl,AAPI,TAMERA,HO,643 Rhode Island Avenue,Cleantown,ST,20763.0,276
277,Kiara,COUGHLIN,1999-03-24,Girl,White,BERNADINE,COUGHLIN,3390 Benedum Drive,Cleantown,ST,10901.0,277
278,Graham,KOWALSKI,1999-02-01,Boy,White,CLEO,KOWALSKI,3503 Lynn Ogden Lane,Cleantown,ST,77630.0,278
279,Ariel,ERAZO,2000-08-16,Boy,Hispanic,JIMMIE,ERAZO,2328 Taylor Street,Cleantown,ST,10528.0,279
280,Lily,MEYER,2004-11-30,Girl,White,AUDRA,MEYER,1397 Oakmound Road,Cleantown,ST,60004.0,280
281,Leah,SCHMIDT,2002-07-30,Girl,White,CHERIE,SCHMIDT,2338 Charla Lane,Cleantown,ST,75002.0,281
282,Gabriel,PEDERSEN,2004-02-26,Boy,White,CHARLIE,PEDERSEN,4251 Briarhill Lane,Cleantown,ST,44481.0,282
283,Vanessa,SCHMITT,1998-06-29,Girl,White,FRANKIE,KOENIG,148 White Lane,Cleantown,ST,31206.0,283
284,Teagan,JANG,2000-09-22,Boy,AAPI,TISHA,PATEL,1181 Capitol Avenue,Cleantown,ST,47374.0,284
285,Duncan,WILLIAMS,2006-11-22,Boy,Black,KATHRINE,STITH,2490 Union Street,Cleantown,ST,98101.0,285
286,Sophia,WETZEL,1998-04-05,Girl,White,CAROLINA,JENSEN,3474 Wescam Court,Cleantown,ST,89701.0,286
287,Madison,HORVATH-BARTH,2002-09-15,Girl,White,HILARY,HORVATH-BARTH,4235 Mercer Street,Cleantown,ST,54480.0,287
288,Rudy,BRUNSON,2007-01-21,Boy,Black,FERNANDO,BRUNSON,1607 Patterson Street,Cleantown,ST,77478.0,288
289,Allyson,GALLAGHER,2010-09-22,Girl,White,AUTUMN,SCHMIDT,2831 Del Dew Drive,Cleantown,ST,20852.0,289
290,Jessie,CERVANTES,2009-06-21,Girl,Hispanic,HELENA,CERVANTES,4678 Aaron Smith Drive,Cleantown,ST,17404.0,290
291,Madeleine,SCHNEIDER,2007-07-06,Girl,White,JACLYN,SCHNEIDER,3609 Old House Drive,Cleantown,ST,45619.0,291
292,Miah,AMAYA,2002-10-24,Girl,Hispanic,CAROLINA,AMAYA,1678 Chipmunk Lane,Cleantown,ST,98109.0,292
293,Susan,WITHERSPOON,1999-11-14,Girl,Black,MARI,WITHERSPOON,2720 Twin Oaks Drive,Cleantown,ST,49503.0,293
294,Mason,KNAPP,2002-04-07,Boy,White,ELMER,OBRIEN,2792 Clearview Drive,Cleantown,ST,80439.0,294
295,Riya,CHUNG,2005-07-16,Girl,AAPI,JULIET,LIANG,4540 Meadow Drive,Cleantown,ST,73135.0,295
296,Noah,WINKLER,1998-04-04,Boy,White,THERESE,WINKLER,980 Stanton Hollow Road,Cleantown,ST,2174.0,296
297,Rylan,SHAPIRO,2008-03-26,Boy,White,BRETT,SHAPIRO,2368 Roosevelt Wilson Lane,Cleantown,ST,92407.0,297
298,Nadia,WOLF,2004-04-07,Girl,White,JUSTINE,GALLAGHER,2092 Jenna Lane,Cleantown,ST,45245.0,298
299,Luciano,SCHMIDT,2006-10-06,Boy,White,SOCORRO,SCHMIDT,491 Hall Valley Drive,Cleantown,ST,26003.0,299
300,Melody,ERICKSON,2003-07-03,Girl,White,LUPE,ERICKSON,328 Short Street,Cleantown,ST,78723.0,300
301,Makai,HERNANDEZ,2001-10-30,Boy,Hispanic,JONI,HURTADO,1936 Limer Street,Cleantown,ST,31024.0,301
302,Lorenzo,STEINBERG,1998-05-22,Boy,White,ALISA,STEINBERG,4117 Oak Avenue,Cleantown,ST,60015.0,302
303,Elian,ARRIAGA,2005-09-12,Boy,Hispanic,PEDRO,OCHOA,2054 Bird Spring Lane,Cleantown,ST,77014.0,303
304,Kailani,OXENDINE,2010-02-01,Girl,Native,TERRA,BENALLIE,1050 Traction Street,Cleantown,ST,28217.0,304
305,Natalie,WHALEN,2007-10-11,Girl,White,HECTOR,WHALEN,3401 Hartland Avenue,Cleantown,ST,54115.0,305
306,Ireland,TORIVIO,2006-06-04,Girl,Native,EVANGELINA,TORIVIO,4416 Melville Street,Cleantown,ST,38002.0,306
307,Waylon,GANNON,2007-09-08,Boy,White,WILLA,GANNON,1718 Heliport Loop,Cleantown,ST,47610.0,307
308,Clarissa,WESLEY,2002-12-18,Girl,Black,ROSANNE,WILLIAMS,3665 Harper Street,Cleantown,ST,42101.0,308
309,Emily,CARLSON,2007-05-02,Girl,White,KIMBERLEY,CARLSON,4286 Glenview Drive,Cleantown,ST,78476.0,309
310,Reese,WOLF,2006-06-06,Girl,White,JONI,WOLF,2242 Whitman Court,Cleantown,ST,6995.0,310
311,Jacob,MEIER,2010-08-06,Boy,White,KERI,SCHROEDER,3732 Paul Wayne Haggerty Road,Cleantown,ST,70065.0,311
312,Bethany,GOLDSTEIN,2003-09-08,Girl,White,DENA,GOLDSTEIN,4631 Plainfield Avenue,Cleantown,ST,13502.0,312
313,Isaac,SORENSEN,2008-08-31,Boy,White,DUANE,SORENSEN,3888 Meadowcrest Lane,Cleantown,ST,41267.0,313
314,Jaxon,HANSEN,1999-06-25,Boy,White,IMOGENE,HANSEN,3450 Rhode Island Avenue,Cleantown,ST,20008.0,314
315,Isaiah,DOLAN,2009-07-28,Boy,White,RENE,DOLAN,1499 Hood Avenue,Cleantown,ST,92128.0,315
316,Aldo,ZAVALA,2009-11-15,Boy,Hispanic,CLAUDETTE,ZAVALA,885 Eagle Lane,Cleantown,ST,58203.0,316
317,Mekhi,VALLADARES,1998-03-27,Boy,Hispanic,ISABELLE,VALLADARES,1139 Moonlight Drive,Cleantown,ST,7305.0,317
318,Jerome,PIERRELOUIS,2005-01-23,Boy,Black,MARYANNE,WASHINGTON,895 Perry Street,Cleantown,ST,48075.0,318
319,Arely,HERNANDEZ,2006-03-12,Girl,Hispanic,LEOLA,CARDENAS,4950 Birch  Street,Cleantown,ST,79915.0,319
320,Ariana,BRENNAN,2008-04-12,Girl,White,ANDRE,ROTH,4055 Saint Marys Avenue,Cleantown,ST,13612.0,320
321,Evan,JENSEN,2003-08-25,Boy,White,LESLIE,JENSEN,2568 Church Street,Cleantown,ST,10013.0,321
322,Maliah,NGHIEM,2002-12-18,Girl,AAPI,LILIANA,NGHIEM,1668 River Road,Cleantown,ST,80903.0,322
323,Ian,SCHWARTZ,1999-10-30,Boy,White,RUTHIE,SCHWARTZ,241 Linden Avenue,Cleantown,ST,32789.0,323
324,Andrew,BOWER,1998-08-07,Boy,White,SAM,BOWER,4592 Barrington Court,Cleantown,ST,72560.0,324
325,Alan,HOFFMAN,2009-03-01,Boy,White,EDGAR,HOFFMAN,1039 Glory Road,Cleantown,ST,37040.0,325
326,Piper,CAHILL,2008-10-02,Girl,White,HERMAN,CAHILL,3855 Kemper Lane,Cleantown,ST,84104.0,326
327,Gavin,WALSH,2009-08-12,Boy,White,RUBEN,WALSH,3754 Ford Street,Cleantown,ST,95050.0,327
328,Paisley,SCHWARTZ,2000-07-31,Girl,White,LEANNE,SCHWARTZ,4869 Cooks Mine Road,Cleantown,ST,87102.0,328
329,Martha,VAZQUEZ,2005-11-19,Girl,Hispanic,KIMBERLEY,VAZQUEZ,4287 Newton Street,Cleantown,ST,56303.0,329
330,Kaydence,SCHRADER-LANDIS,2002-04-14,Girl,White,CONSUELO,SCHRADER-LANDIS,2177 Dennison Street,Cleantown,ST,95354.0,330
331,Leonard,RAMIREZ,2007-07-08,Boy,Hispanic,DONA,RAMIREZ,4251 Crosswind Drive,Cleantown,ST,42718.0,331
332,Juliette,SHOEMAKER,2001-10-08,Girl,White,JEWELL,BOYLE,3740 Byers Lane,Cleantown,ST,96052.0,332
333,Rene,WASHINGTON,2002-09-23,Boy,Black,JULIETTE,WASHINGTON,3669 Lang Avenue,Cleantown,ST,84074.0,333
334,Mark,HANSEN,2009-03-28,Boy,White,ANGEL,HANSEN,1424 Breezewood Court,Cleantown,ST,67107.0,334
335,Nevaeh,ODONNELL,2004-01-08,Girl,White,RICK,ODONNELL,4674 Kovar Road,Cleantown,ST,2132.0,335
336,Brent,WASHINGTON,2006-04-21,Boy,Black,GENA,WASHINGTON,1274 Nash Street,Cleantown,ST,48226.0,336
337,Sebastian,LOMBARDI,2006-06-18,Boy,White,MARGO,WETZEL,1890 Del Dew Drive,Cleantown,ST,20601.0,337
338,Carla,GIVENS,2005-09-28,Girl,Black,MINERVA,GIVENS,3853 Riverwood Drive,Cleantown,ST,95713.0,338
339,Isabelle,RICHTER,2010-01-23,Girl,White,JOCELYN,RICHTER,661 Beechwood Drive,Cleantown,ST,15222.0,339
340,Boden,SALEH,2002-08-03,Boy,Other,WADE,MIRZA,3669 Lang Avenue,Cleantown,ST,84074.0,340
341,Jaxon,HENSLEY,2008-01-17,Boy,White,NELL,HENSLEY,1231 Union Street,Cleantown,ST,98109.0,341
342,Jasiah,ACEVES,2000-04-28,Boy,Hispanic,JIMMIE,MELGOZA,395 Zimmerman Lane,Cleantown,ST,90014.0,342
343,Jason,HANSEN-DAMICO,2001-10-27,Boy,White,GRACIE,HANSEN-DAMICO,1527 Valley Street,Cleantown,ST,8102.0,343
344,Conrad,GONZALEZ,2001-04-02,Boy,Hispanic,RACHELLE,GONZALEZ,4585 Oakdale Avenue,Cleantown,ST,33852.0,344
345,Ciara,VILLALOBOS,2007-01-06,Girl,Hispanic,ALEXANDRIA,VILLALOBOS,2521 Winifred Way,Cleantown,ST,46254.0,345
346,Mateo,GAGNON,1999-08-25,Boy,White,ALTA,GAGNON,2417 Kuhl Avenue,Cleantown,ST,30209.0,346
347,Rosalie,BERGERON-HANSEN,2002-03-26,Girl,White,BRIANNA,RUSSO,2033 Lauren Drive,Cleantown,ST,54636.0,347
348,Dakota,JAEGER,1998-08-23,Boy,White,ESPERANZA,JAEGER,2530 Five Points,Cleantown,ST,21201.0,348
349,Jordan,GALLAGHER,2000-12-22,Boy,White,TAMIKA,GALLAGHER,2442 Emeral Dreams Drive,Cleantown,ST,60005.0,349
350,Luke,SCHMIDT,2001-06-26,Boy,White,LUELLA,SCHMIDT,2629 Little Street,Cleantown,ST,44241.0,350
351,Brock,GALLAGHER,2010-08-06,Boy,White,FRANKIE,SCHMIDT,3637 Ripple Street,Cleantown,ST,48601.0,351
352,Tara,KAPADIA,2007-02-26,Girl,AAPI,MADELEINE,KAPADIA,3223 Finwood Road,Cleantown,ST,7477.0,352
353,Abby,CARLSON,2000-10-26,Girl,White,SHAUNA,CARLSON,665 Elk Rd Little,Cleantown,ST,12207.0,353
354,Mia,ROTH,2009-07-06,Girl,White,SAM,ROTH,3070 Heliport Loop,Cleantown,ST,47527.0,354
355,Sincere,RIOS,2007-03-05,Boy,Hispanic,BEATRIZ,RAMIRES,3199 Vineyard Drive,Cleantown,ST,44026.0,355
356,Sawyer,OLSON,2008-07-24,Girl,White,BERNADINE,OLSON,893 Michigan Avenue,Cleantown,ST,97205.0,356
357,Jacob,KLINE,2008-05-11,Boy,White,JERI,KRUEGER,1847 Norman Street,Cleantown,ST,90063.0,357
358,Seth,MCHUGH,2008-04-07,Boy,White,AUDRA,KURTZ,4123 Snyder Avenue,Cleantown,ST,28210.0,358
359,Giancarlo,EADDY,2008-09-16,Boy,Black,TYRONE,EADDY,2617 Charter Street,Cleantown,ST,64106.0,359
360,Emma,WOLFF-KUHN,2002-09-25,Girl,White,RAFAEL,WOLFF-KUHN,1633 Willis Avenue,Cleantown,ST,32114.0,360
361,Nathan,STEINER,2008-05-02,Boy,White,LIZZIE,STEINER,3035 Broaddus Avenue,Cleantown,ST,42101.0,361
362,Sofia,LANDIS-MACDONALD,2002-10-12,Girl,White,BRAD,LANDIS-MACDONALD,4747 Ashcraft Court,Cleantown,ST,92103.0,362
363,Alexandra,BECKER,1998-12-15,Girl,White,ANGEL,BECKER,3149 Goosetown Drive,Cleantown,ST,28601.0,363
364,Elijah,GAGNON-WILHELM,2009-05-05,Boy,White,DUSTIN,ESPOSITO,2557 Stark Hollow Road,Cleantown,ST,81424.0,364
365,Elizabeth,SNYDER,2006-08-26,Girl,White,KIRSTEN,SNYDER,635 Old House Drive,Cleantown,ST,45661.0,365
366,Elliott,WILLIAMS,1998-10-31,Girl,Black,JANNA,WILLIAMS,2678 Eagle Drive,Cleantown,ST,48342.0,366
367,London,PALACIOS,2003-07-27,Boy,Hispanic,WESLEY,PALACIOS,4150 Poco Mas Drive,Cleantown,ST,75034.0,367
368,Harper,NEUMANN,2007-10-14,Girl,White,GABRIEL,NEUMANN,2156 Aviation Way,Cleantown,ST,90017.0,368
369,Dane,JUAREZ,2008-10-03,Boy,Hispanic,REGINALD,JUAREZ,4258 Payne Street,Cleantown,ST,24361.0,369
370,Brenna,JEFFERSON,2001-12-14,Girl,Black,EARLINE,JEFFERSON,4183 Pallet Street,Cleantown,ST,11101.0,370
371,Blake,BARAHONA,1998-09-24,Girl,Hispanic,LUPE,BARAHONA,539 Better Street,Cleantown,ST,66202.0,371
372,Roland,GONZALEZ,1998-04-05,Boy,Hispanic,PAIGE,GONZALEZ,4909 Crummit Lane,Cleantown,ST,68501.0,372
373,Noah,OCONNOR,2005-01-28,Boy,White,JANETTE,KNAPP,706 Walnut Avenue,Cleantown,ST,7601.0,373
374,Jazlynn,CURIEL-VELAZQUEZ,2008-11-24,Girl,Hispanic,JEANNINE,CURIEL-VELAZQUEZ,4251 Pennsylvania Avenue,Cleantown,ST,8854.0,374
375,Anabel,WILLIAMS,2002-01-30,Girl,Black,JANNA,WILLIAMS,2252 Hilltop Drive,Cleantown,ST,79401.0,375
376,Alma,URBINA,2008-07-23,Girl,Hispanic,LATISHA,URBINA,1049 Willow Greene Drive,Cleantown,ST,36801.0,376
377,Sophia,DONNELLY,2000-04-21,Girl,White,WINNIE,DONNELLY,1597 Harron Drive,Cleantown,ST,21202.0,377
378,Rodney,IBARRA,1999-12-28,Boy,Hispanic,AUTUMN,IBARRA,238 Wiseman Street,Cleantown,ST,37917.0,378
379,Lauren,MACDONALD,2005-09-03,Girl,White,MAURICE,MACDONALD,136 Riverside Drive,Cleantown,ST,30731.0,379
380,Titan,WILLIAMS,2002-09-25,Boy,Black,ELINOR,DUKES,4544 Matthews Street,Cleantown,ST,61081.0,380
381,Jordynn,JACKSON,2010-06-20,Girl,Black,TERRIE,JACKSON,2161 Kidd Avenue,Cleantown,ST,99901.0,381
382,Renee,HOANG,2001-01-25,Girl,AAPI,JOHNNIE,HOANG,3608 Lee Avenue,Cleantown,ST,8102.0,382
383,Landon,WALSH,2006-08-13,Boy,White,SHAUNA,WALSH,303 Wood Duck Drive,Cleantown,ST,49855.0,383
384,Leilani,TOTH,2002-03-26,Girl,White,RAE,TOTH,4991 Ocello Street,Cleantown,ST,92117.0,384
385,Kale,CHUNG,1999-11-19,Boy,AAPI,BRIANA,CHUNG,1149 Evergreen Lane,Cleantown,ST,90255.0,385
386,Josiah,SCHRADER,2009-07-12,Boy,White,BEATRIZ,NIELSEN,3139 Passaic Street,Cleantown,ST,20009.0,386
387,Micah,WINKLER,2002-02-14,Boy,White,DOLLY,WINKLER,573 Robinson Lane,Cleantown,ST,45680.0,387
388,Nadia,CHASTAIN,2005-09-28,Girl,White,DEBORA,CHASTAIN,3013 Johnson Street,Cleantown,ST,27801.0,388
389,Carlie,NGUYEN,2008-05-27,Girl,AAPI,HALLIE,NGUYEN,36 Wilson Avenue,Cleantown,ST,75081.0,389
390,Bella,HESS,2001-04-20,Girl,White,CLEO,HESS,1234 Windy Ridge Road,Cleantown,ST,46750.0,390
391,Gianna,ROSENBERG,2007-11-17,Girl,White,GABRIELLE,SHAPIRO,2536 Murry Street,Cleantown,ST,23323.0,391
392,Andrew,MACKENZIE,2009-10-24,Boy,White,NELL,MACKENZIE,1583 Melrose Street,Cleantown,ST,98908.0,392
393,Esme,JACKSON,2008-08-31,Girl,Black,NANETTE,JACKSON,1829 Ethels Lane,Cleantown,ST,33825.0,393
394,Bryce,GILLILAND,2004-09-30,Boy,White,JIMMIE,GILLILAND,1324 O Conner Street,Cleantown,ST,31768.0,394
395,Emmy,AYALA,2010-08-08,Girl,Hispanic,DUANE,TELLEZ,4251 Turnpike Drive,Cleantown,ST,35203.0,395
396,Gage,BOWER,2007-09-22,Boy,White,AUTUMN,BOWER,2853 Upland Avenue,Cleantown,ST,44837.0,396
397,Kamila,LANGE,2010-07-09,Girl,White,STACI,LANGE,4321 Ritter Street,Cleantown,ST,36201.0,397
398,Adrien,WILLIAMS,2005-09-24,Boy,Black,ALEJANDRA,WILLIAMS,1583 Melrose Street,Cleantown,ST,98908.0,398
399,Winston,WEINER-POST,2001-07-31,Boy,White,BRIDGETTE,WEINER-POST,3485 Agriculture Lane,Cleantown,ST,33176.0,399
400,Joshua,BAER-SCHULTZ,2007-02-21,Boy,White,ELNORA,GOLDSTEIN,1584 Bel Meadow Drive,Cleantown,ST,90017.0,400
401,Zion,TILLMAN,2004-03-12,Girl,Black,NELSON,TILLMAN,2500 Burton Avenue,Cleantown,ST,38117.0,401
402,Yareli,SPEIGHT,1999-02-23,Girl,Black,ESTELA,SPEIGHT,1823 Daffodil Lane,Cleantown,ST,22070.0,402
403,Gabriel,WOLFF,2003-07-07,Boy,White,GABRIELLE,WOLFF,270 College Street,Cleantown,ST,30093.0,403
404,Skylar,MEYER,2010-09-24,Girl,White,BEN,MEYER,3109 Rebecca Street,Cleantown,ST,60090.0,404
405,Charlotte,WEISS,2003-02-13,Girl,White,VERNON,WEISS,1188 Limer Street,Cleantown,ST,30165.0,405
406,Brandon,GALLAGHER,2006-01-27,Boy,White,LESTER,GALLAGHER,3554 Whitetail Lane,Cleantown,ST,75225.0,406
407,Sutton,WILLIAMS-CHISOLM,2003-01-19,Girl,Black,HILLARY,WILLIAMS-CHISOLM,2972 Jessie Street,Cleantown,ST,43130.0,407
408,Kingsley,MCMILLIAN,2004-10-10,Boy,Black,ASHLEE,MCMILLIAN,611 Roy Alley,Cleantown,ST,80111.0,408
409,Jose,CARLSON,2003-10-23,Boy,White,CONCEPCION,CARLSON,3735 Apple Lane,Cleantown,ST,52807.0,409
410,Cara,GONZALEZ,2002-09-25,Girl,Hispanic,FAY,GONZALEZ,3022 Pallet Street,Cleantown,ST,10601.0,410
411,Brynn,CLINE,2007-05-14,Girl,White,CANDY,CLINE,2027 Dancing Dove Lane,Cleantown,ST,11357.0,411
