,First Name,Last Name,DOB,Gender,Selected Race,Guardian First,Guardian Last,Street,City,State,Zip,ELIGIBLE,ERRORS,ERROR TYPE
193,Nora,BLANK,2002-02-28,Girl,White,TRUDY,BLANK,2368 Roosevelt Wilson Lane,Oopstown,ST,92407.0,True,False,None
194,Roger,BARRAZA,1998-01-09,Boy,Hispanic,LEILA,BARRAZA,4226 Moore Avenue,Oopstown,ST,76104.0,True,False,None
195,Misael,WILLIAMS,2008-04-12,Boy,Black,REVA,WILLIAMS,2970 White Oak Drive,Oopstown,ST,64055.0,True,False,None
196,Holland,JEAN,2008-08-15,Girl,Black,DARCY,JEAN,4098 Station Street,Oopstown,ST,78756.0,True,False,None
197,Kimber,CASTELAN,2000-02-03,Girl,Hispanic,JANINE,CASTELAN,259 Stewart Street,Oopstown,ST,46202.0,True,False,None
198,Macey,PATEL,2004-04-12,Girl,AAPI,DEENA,PATEL,1524 Fleming Street,Oopstown,ST,36330.0,True,False,None
199,Evelyn,SCHMIDT,2009-03-28,Girl,White,CHARITY,KAISER,2320 Ella Street,Oopstown,ST,94005.0,True,False,None
200,Elijah,RASMUSSEN,2005-02-18,Boy,White,MARCY,SNYDER,1397 Adams Drive,Oopstown,ST,77002.0,True,False,None
201,Luciano,NAGY,1999-12-22,Boy,White,SUSANNE,DOHERTY,950 Still Pastures Drive,Oopstown,ST,29201.0,True,False,None
202,Stephen,SWARTZ,2003-06-23,Boy,White,TRUDY,SWARTZ,411 Park Avenue,Oopstown,ST,95814.0,True,False,None
203,Bradley,OLEARY,1999-08-19,Boy,White,RAMON,OLEARY,1281 Trails End Road,Oopstown,ST,33131.0,True,False,None
204,Atticus,SCHREIBER,2002-05-23,Boy,White,LEA,SCHREIBER,1110 Hardesty Street,Oopstown,ST,12205.0,True,False,None
205,Amelie,CONTRERAS,2005-05-01,Girl,Hispanic,OLA,CONTRERAS,1846 Wildrose Lane,Oopstown,ST,48226.0,True,False,None
206,Faith,PETERSEN,2007-06-10,Girl,White,BEN,PETERSEN,2536 Kerry Way,Oopstown,ST,90017.0,True,False,None
207,Aniya,SORENSON,2010-03-28,Girl,White,ROSARIO,KRAUS,3824 Meadowcrest Lane,Oopstown,ST,41144.0,True,False,None
208,Payton,HORVATH,1999-06-26,Girl,White,URSULA,HORVATH,4402 Green Gate Lane,Oopstown,ST,21202.0,True,False,None
209,Kole,HATCHETT,2002-09-11,Boy,Black,LOUISA,HATCHETT,1804 Sun Valley Road,Oopstown,ST,98908.0,True,False,None
210,Mackenzie,STOCK,2002-05-14,Girl,White,TAMIKA,STOCK,3281 Warner Street,Oopstown,ST,32801.0,True,False,None
211,Rosa,HERNANDEZ,2002-10-12,Girl,Hispanic,CORRINE,HERNANDEZ,4700 Washburn Street,Oopstown,ST,70805.0,True,False,None
212,Richard,JANSEN,2003-06-22,Boy,White,RAUL,JANSEN,4478 Mesa Drive,Oopstown,ST,89119.0,True,False,None
213,Avery,LEHMAN,1998-06-26,Girl,White,SHAUNA,CHRISTENSEN,1736 Hillside Street,Oopstown,ST,85251.0,True,False,None
214,Denise,ROBINSON,2007-12-22,Girl,Black,MARGERY,ROBINSON,4155 Traction Street,Oopstown,ST,29302.0,True,False,None
215,Quinn,ROTH,1999-06-02,Girl,White,ANGELIA,SCHWARZ,4269 Stroop Hill Road,Oopstown,ST,30309.0,True,False,None
216,Haley,BLANKENSHIP-DONOVAN,2002-09-10,Girl,White,NELL,BLANKENSHIP-DONOVAN,841 Glenwood Avenue,Oopstown,ST,44132.0,True,False,None
217,Virginia,CERVANTES,2007-03-23,Girl,Hispanic,GLEN,CERVANTES,4226 James Street,Oopstown,ST,14620.0,True,False,None
218,Miracle,SCHWARTZ,2008-11-15,Girl,White,DENA,SCHWARTZ,60 Lindale Avenue,Oopstown,ST,94612.0,True,False,None
219,Owen,SCHULTZ,2005-04-12,Boy,White,ABBY,RUSSO,3691 Raver Croft Drive,Oopstown,ST,37711.0,True,False,None
220,Rayan,VAZQUEZ,1999-09-12,Boy,Hispanic,WILLA,BARRAGAN,591 Tibbs Avenue,Oopstown,ST,59701.0,True,False,None
221,Zoe,DECKER,2008-12-08,Girl,White,MARGO,YODER,2127 Monroe Street,Oopstown,ST,77055.0,True,False,None
222,James,OLSEN,2009-09-16,Boy,White,CATHLEEN,MAGUIRE,3483 Mayo Street,Oopstown,ST,54911.0,True,False,None
223,Sophia,HUMMEL,2006-02-07,Girl,White,RENE,HUMMEL,4015 Neville Street,Oopstown,ST,47274.0,True,False,None
224,Jamarion,ROBINSON,2002-04-04,Boy,Black,CATALINA,ROBINSON,4981 Kenwood Place,Oopstown,ST,33301.0,True,False,None
225,Logan,OBRIEN,2009-11-24,Boy,White,LATONYA,OBRIEN,102 Conifer Drive,Oopstown,ST,98004.0,True,False,None
226,Zion,CHIU,1999-06-25,Girl,AAPI,JULIAN,CHIU,705 Smithfield Avenue,Oopstown,ST,79088.0,True,False,None
227,Irene,HERNANDEZ,2005-05-02,Girl,Hispanic,BARBRA,HERNANDEZ,1320 Earnhardt Drive,Oopstown,ST,40205.0,True,False,None
228,Sebastian,SHULTZ,2000-08-28,Boy,White,GABRIELA,LEHMAN,3402 Zappia Drive,Oopstown,ST,40443.0,True,False,None
229,Craig,KIM,2007-09-01,Boy,AAPI,LIZ,NGUYEN,3420 Sarah Drive,Oopstown,ST,70629.0,True,False,None
230,Barbara,WILLIAMS,2002-11-15,Girl,Black,CLARISSA,WILLIAMS,755 Hall Place,Oopstown,ST,75604.0,True,True,Guessing-First Name
231,Dukes,SANTIBANEZ,2003-07-22,Boy,Hispanic,GREG,SAUCEDO,1319 Turkey Pen Lane,Oopstown,ST,36104.0,True,True,Guessing-First Name
232,Rowayna,ONEILL,2007-11-21,Girl,White,BEN,ONEILL,3073 Pineview Drive,Oopstown,ST,55904.0,True,True,Guessing-First Name
233,Sean,ROTH,2005-02-15,Boy,White,STACI,ROTH,203 August Lane,Oopstown,ST,71101.0,True,True,Guessing-First Name
234,Briggs,MYLES,2008-02-22,Boy,Black,LAWANDA,MYLES,801 Despard Street,Oopstown,ST,30344.0,True,True,Guessing-First Name
235,Kingsley,COLEMAN,2007-01-12,Boy,Black,DEENA,WILLIAMS,582 Cottrill Lane,Oopstown,ST,63109.0,True,True,Guessing-First Name
236,Johsiah,MCGRATH,2008-03-20,Boy,White,CHESTER,MCGRATH,3357 Bassel Street,Oopstown,ST,70380.0,True,True,Guessing-First Name
237,Gaybriel,OLSON,1999-03-15,Boy,White,STEFANIE,DONOVAN,1153 Conference Center Way,Oopstown,ST,18614.0,True,True,Guessing-First Name
238,Damien,SILVERMAN,2002-09-09,Boy,White,RICARDO,SILVERMAN,1749 Pooh Bear Lane,Oopstown,ST,29848.0,True,True,Guessing-First Name
239,Abdiel,BATTLE,2009-10-20,Boy,Black,ALLYSON,GAYLE,3846 Charack Road,Oopstown,ST,47274.0,True,True,Guessing-First Name
240,Galilea,CHAMBLISS,1999-03-20,Girl,Black,LORAINE,CHAMBLISS,3362 Maxwell Farm Road,Oopstown,ST,24555.0,True,True,Guessing-First Name
241,Same,BAUER,2004-09-07,Boy,White,JEWELL,STAHL,4606 Warner Street,Oopstown,ST,33166.0,True,True,Guessing-First Name
242,Liiam,OLSEN,2001-03-27,Boy,White,ELIZA,OLSEN,4016 Hickory Ridge Drive,Oopstown,ST,89109.0,True,True,Guessing-First Name
243,Sutton,PARHAM,2001-02-21,Girl,Black,MADGE,WILLIAMS,1407 Elkview Drive,Oopstown,ST,34994.0,True,True,Guessing-First Name
244,Bryant,GONZALEZ,2003-05-25,Boy,Hispanic,CECIL,RAMIREZ,3915 Oakridge Farm Lane,Oopstown,ST,53051.0,True,True,Guessing-First Name
245,Lailea,SCHULTZ,1999-12-31,Girl,White,GRACIELA,SCHULTZ,2401 Freedom Lane,Oopstown,ST,95340.0,True,True,Guessing-First Name
246,Llennen,GONZALEZ-RAMIREZ,2003-08-26,Boy,Hispanic,ELISE,ARGUETA,1821 Bottom Lane,Oopstown,ST,14220.0,True,True,Guessing-First Name
247,Addison,NAGY,2001-09-22,Girl,White,MORGAN,SCHMIDT,1534 Radford Street,Oopstown,ST,40244.0,True,True,Guessing-First Name
248,Langsten,CONTRERAS,2003-03-16,Boy,Hispanic,CLARISSA,CONTRERAS,2752 Harter Street,Oopstown,ST,45402.0,True,True,Guessing-First Name
249,Arriadne,JOSEPH,2004-03-22,Girl,Black,JULIO,WILLIAMS,1 Green Hill Road,Oopstown,ST,72703.0,True,True,Guessing-First Name
250,Hudson,DIETZ,2005-07-01,Boy,White,MARGO,DIETZ,4166 Columbia Boulevard,Oopstown,ST,21215.0,True,True,Guessing-First Name
251,Charrlote,SCHULTZ,2003-01-24,Girl,White,WINNIE,SCHULTZ,4275 Neuport Lane,Oopstown,ST,30201.0,True,True,Guessing-First Name
252,Owain,STOCK,2008-08-08,Boy,White,LUELLA,KRAFT,3129 Alpaca Way,Oopstown,ST,92686.0,True,True,Guessing-First Name
253,Lachland,COLEMAN,2003-09-21,Boy,Black,ROSELLA,COLEMAN,2892 Middleville Road,Oopstown,ST,91744.0,True,True,Guessing-First Name
254,Breiden,ROUNDTREE,2002-05-23,Boy,Black,CORY,ROUNDTREE,1649 Eden Drive,Oopstown,ST,23227.0,True,True,Guessing-First Name
255,Julian,MCKENNA,1998-05-28,Boy,White,DERRICK,MCKENNA,971 Irving Place,Oopstown,ST,63069.0,True,True,Guessing-First Name
256,Kalinn,GONZALEZ,2006-11-25,Girl,Hispanic,AILEEN,GONZALEZ,3562 Myra Street,Oopstown,ST,2903.0,True,True,Guessing-First Name
257,Brooke,MCMAHON,2007-11-06,Girl,White,MARGRET,KOWALSKI,3835 Stoney Lonesome Road,Oopstown,ST,18360.0,True,True,Guessing-First Name
258,Kolten,DIGGS,2005-04-10,Boy,Black,TESSA,WILLIAMS,2368 Olive Street,Oopstown,ST,43609.0,True,True,Guessing-First Name
259,Anderz,ESCAMILLA,2005-09-03,Boy,Hispanic,KATHARINE,ESCAMILLA,872 Windy Ridge Road,Oopstown,ST,46571.0,True,True,Guessing-First Name
260,Aryana,PALACIUS,2009-10-14,Girl,Hispanic,JEWELL,PALACIOS,404 Quarry Drive,Oopstown,ST,36830.0,True,True,Guessing-Last Name
261,Farrah,WILLIAAMES,2008-08-24,Girl,Black,JAMI,WILLIAMS,3274 Denver Avenue,Oopstown,ST,92801.0,True,True,Guessing-Last Name
262,Evelyn,FUNKO,2009-08-04,Girl,White,PETRA,FUNK,661 Sunburst Drive,Oopstown,ST,33923.0,True,True,Guessing-Last Name
263,Jovanni,KKIM,2000-06-05,Boy,AAPI,FLORINE,KIM,2362 Holt Street,Oopstown,ST,33463.0,True,True,Guessing-Last Name
264,Sebastian,BRENEAN,2000-02-16,Boy,White,HALEY,BRENNAN,4762 Mount Olive Road,Oopstown,ST,30076.0,True,True,Guessing-Last Name
265,Yehuda,YAZIE,2003-10-24,Boy,Native,INES,BEGAY,1502 Kessla Way,Oopstown,ST,29577.0,True,True,Guessing-Last Name
266,Chase,SCNIDER,2004-07-25,Boy,White,CALLIE,SNYDER,1131 Swick Hill Street,Oopstown,ST,77032.0,True,True,Guessing-Last Name
267,Dimitri,WILLIAMOS,2001-01-02,Boy,Black,ELVIA,WILLIAMS,2604 Tree Frog Lane,Oopstown,ST,66215.0,True,True,Guessing-Last Name
268,Cristian,BOLLINGE,2008-11-24,Boy,White,RICK,BOLLINGER,1182 Delaware Avenue,Oopstown,ST,94568.0,True,True,Guessing-Last Name
269,Aidyn,CHOEUNG,2007-03-03,Boy,AAPI,MARION,MA,2470 Caynor Circle,Oopstown,ST,7477.0,True,True,Guessing-Last Name
270,Lincoln,SHUHMAKER,2008-11-14,Boy,White,JANETTE,SHOEMAKER,4210 Arrowood Drive,Oopstown,ST,32091.0,True,True,Guessing-Last Name
271,Sierra,OLSEN,2006-04-23,Girl,White,ESTELA,BUSCH,2643 Trouser Leg Road,Oopstown,ST,1103.0,True,True,Guessing-Last Name
272,Kaydence,COUUGHLIN,2002-06-09,Girl,White,ROSALYN,SCHNEIDER,2835 Eastland Avenue,Oopstown,ST,39201.0,True,True,Guessing-Last Name
273,Sara,CUURAN,2007-06-21,Girl,White,ELMA,CURRAN,3146 Pallet Street,Oopstown,ST,10606.0,True,True,Guessing-Last Name
274,Lochlan,PATELLO,2003-08-21,Boy,AAPI,ANASTASIA,PATEL,388 Whitetail Lane,Oopstown,ST,75253.0,True,True,Guessing-Last Name
275,Thiago,LORSON,2000-06-18,Boy,White,BERNADINE,LARSON,933 Ash Street,Oopstown,ST,75287.0,True,True,Guessing-Last Name
276,Colton,NEWCOMS,2010-07-30,Boy,White,LADONNA,GOLDBERG,3529 Half and Half Drive,Oopstown,ST,93210.0,True,True,Guessing-Last Name
277,Alice,BOLINGER,2005-06-22,Girl,White,DUANE,BOLLINGER,4729 Johnson Street,Oopstown,ST,27529.0,True,True,Guessing-Last Name
278,Angelica,JENNSONN,2002-12-06,Girl,White,LARA,JENSEN,1576 Conifer Drive,Oopstown,ST,98161.0,True,True,Guessing-Last Name
279,Aviana,DAWDEN,2002-03-17,Girl,Black,EVE,DARDEN,38 Elk City Road,Oopstown,ST,46204.0,True,True,Guessing-Last Name
280,Zainab,WYLLIAMES,2000-08-19,Girl,Black,MADGE,MOORER,3317 Poplar Chase Lane,Oopstown,ST,83702.0,True,True,Guessing-Last Name
281,Monroe,WILLIAMSI,2007-12-10,Girl,Black,JEANIE,CHARLES,2985 Kimberly Way,Oopstown,ST,49503.0,True,True,Guessing-Last Name
282,Sophie,RUSCO,2003-08-01,Girl,White,CONSUELO,RUSSO,4312 Coventry Court,Oopstown,ST,39531.0,True,True,Guessing-Last Name
283,Joaquin,GARBIERO,2009-06-17,Boy,White,MARC,GARBER,3433 Hall Valley Drive,Oopstown,ST,25701.0,True,True,Guessing-Last Name
284,Elaine,JUAROZ,1998-09-14,Girl,Hispanic,JOCELYN,JUAREZ,3529 Twin Willow Lane,Oopstown,ST,28540.0,True,True,Guessing-Last Name
285,Nolan,ROSSENBERG,2005-04-15,Boy,White,MORGAN,ROSENBERG,4095 Stroop Hill Road,Oopstown,ST,30303.0,True,True,Guessing-Last Name
286,Lillianna,WILIAMB,1999-01-07,Girl,Black,RAE,WILLIAM,729 Havanna Street,Oopstown,ST,27573.0,True,True,Guessing-Last Name
287,Audrey,XNYDER,2001-08-07,Girl,White,SHANE,SNYDER,1487 Lucy Lane,Oopstown,ST,47274.0,True,True,Guessing-Last Name
288,Addison,SCHNEIDEROW,2005-07-10,Girl,White,BRETT,SAUER,544 Hill Haven Drive,Oopstown,ST,98499.0,True,True,Guessing-Last Name
289,Leona,RAMIREIZ,2008-11-17,Girl,Hispanic,DENA,RAMIREZ,891 Fulton Street,Oopstown,ST,26030.0,True,True,Guessing-Last Name
290,Fisher,FRIERSON-WOODSON,2009-04-01,Boy,Black,ALTHEA,FRIERSON-WOODSON,985 Sun Valley Road,Oopstown,ST,99201.0,True,True,Guessing-DOB
291,Kai,OLSEN,2001-06-01,Boy,White,AILEEN,OLSEN,1915 Carson Street,Oopstown,ST,40403.0,True,True,Guessing-DOB
292,Victoria,BURGER,2002-10-01,Girl,White,WESLEY,BURGER,843 Sherwood Circle,Oopstown,ST,27410.0,True,True,Guessing-DOB
293,Yusuf,RAMIREZ,2004-01-01,Boy,Hispanic,ELNORA,RAMIREZ,3221 Grove Street,Oopstown,ST,10013.0,True,True,Guessing-DOB
294,Noah,HANSEN,2000-12-01,Boy,White,ABBY,HANSEN,4860 Finwood Road,Oopstown,ST,7042.0,True,True,Guessing-DOB
295,Terrell,ROBINSON,2005-01-01,Boy,Black,ZELMA,ROBINSON,2748 Adamsville Road,Oopstown,ST,78501.0,True,True,Guessing-DOB
296,Lyric,MUHAMMAD,1998-12-01,Boy,Black,TESSA,MUHAMMAD,4555 College Street,Oopstown,ST,30338.0,True,True,Guessing-DOB
297,Harper,SCHMITZ,2001-10-01,Girl,White,ESPERANZA,DAIGLE,3809 Broadcast Drive,Oopstown,ST,20166.0,True,True,Guessing-DOB
298,Malachi,RUSSO,2000-03-01,Boy,White,NOLA,RUSSO,377 Brannon Street,Oopstown,ST,90017.0,True,True,Guessing-DOB
299,Yusuf,SAGASTUME,1998-07-01,Boy,Hispanic,MARITZA,ESCAMILLA,4728 Murry Street,Oopstown,ST,23505.0,True,True,Guessing-DOB
300,Reagan,KOEHLER-LEHMAN,2009-06-01,Girl,White,LESLEY,SCHAEFER,4426 University Drive,Oopstown,ST,60654.0,True,True,Guessing-DOB
301,Kennedy,CHRISTENSEN,2008-11-01,Girl,White,MIA,BARNHART,1956 Musgrave Street,Oopstown,ST,73075.0,True,True,Guessing-DOB
302,Gavin,FRIEDMAN-ENGEL,2001-01-01,Boy,White,VALARIE,KOCH,2583 McVaney Road,Oopstown,ST,28601.0,True,True,Guessing-DOB
303,Mason,BAUMAN,2003-07-01,Boy,White,CONSUELO,BAUMAN,1319 Calico Drive,Oopstown,ST,99114.0,True,True,Guessing-DOB
304,Kylie,YEAGER,0106-09-01,Girl,White,DEAN,YEAGER,2229 Whitetail Lane,Oopstown,ST,75240.0,True,True,Guessing-DOB
305,Channingh,CASTELLANOS,2000-09-10,Boy,Hispanic,DERRICK,CASTELLANOS,4544 Honeysuckle Lane,Oopstown,ST,98161.0,True,True,Typo-First Name
306,Natban,JENSEN,1999-07-31,Boy,White,NELL,REILLY,4482 Young Road,Oopstown,ST,83702.0,True,True,Typo-First Name
307,Oljivia,MAIER,2010-09-04,Girl,White,CONSUELO,CRAMER,1837 Flanigan Oaks Drive,Oopstown,ST,20892.0,True,True,Typo-First Name
308,Alahya,WILLIAMS,2007-07-23,Girl,Black,LILIANA,WASHINGTON,1639 Smith Street,Oopstown,ST,1606.0,True,True,Typo-First Name
309,Rejuben,WASHINGTON,2003-07-23,Boy,Black,JESSIE,WASHINGTON,2429 Locust Court,Oopstown,ST,90670.0,True,True,Typo-First Name
310,Aryqana,HERNANDEZ,2010-09-17,Girl,Hispanic,BEATRIZ,ZERMENO,4839 South Street,Oopstown,ST,22903.0,True,True,Typo-First Name
311,Eolla,SCHUBERT,2006-05-12,Girl,White,LETHA,SCHUBERT,142 Garfield Road,Oopstown,ST,61607.0,True,True,Typo-First Name
312,Chrisgtian,BARNHART,2003-05-15,Boy,White,JIMMIE,BARNHART,4280 Fincham Road,Oopstown,ST,91752.0,True,True,Typo-First Name
313,Olicver,LEHMAN,2005-11-24,Boy,White,BEN,MEYER,1344 Spring Haven Trail,Oopstown,ST,7042.0,True,True,Typo-First Name
314,Clnnor,WEINSTEIN,2003-04-15,Boy,White,SHEENA,ALLRED,3956 Meadow View Drive,Oopstown,ST,6492.0,True,True,Typo-First Name
315,Priscills,WOLF,1999-07-12,Girl,White,DUSTIN,WOLF,1749 Pooh Bear Lane,Oopstown,ST,29848.0,True,True,Typo-First Name
316,Abiyail,FREY,2010-05-23,Girl,White,GRACIELA,FREY,3786 Southern Avenue,Oopstown,ST,63366.0,True,True,Typo-First Name
317,Natzalia,MCNALLY,2010-12-18,Girl,White,FAY,MCNALLY,3317 Poplar Chase Lane,Oopstown,ST,83702.0,True,True,Typo-First Name
318,Jeruicho,KANG,1999-10-30,Boy,AAPI,MARIETTA,KANG,4007 Ross Street,Oopstown,ST,62863.0,True,True,Typo-First Name
319,Esmre,WILLIAMS,2001-05-17,Girl,Black,JAVIER,WILLIAMS,2565 Dola Mine Road,Oopstown,ST,27549.0,True,True,Typo-First Name
320,Teuman,LUONG,2002-10-14,Boy,AAPI,DEIRDRE,MOUA,4872 Martha Ellen Drive,Oopstown,ST,89509.0,True,True,Typo-First Name
321,Elxa,SCHWARTZ,2010-08-05,Girl,White,LACEY,SCHWARTZ,1690 Kelly Street,Oopstown,ST,28073.0,True,True,Typo-First Name
322,Amie,ALBRECHT,2005-12-06,Boy,White,GABRIELA,CAHILL,4229 Flinderation Road,Oopstown,ST,60605.0,True,True,Typo-First Name
323,Jeeremy,SKAGGS-MOSER,2002-06-12,Boy,White,MAVIS,SKAGGS-MOSER,1094 College Street,Oopstown,ST,30030.0,True,True,Typo-First Name
324,Abrielld,YU,2010-12-14,Girl,AAPI,HALLIE,YU,4007 Ross Street,Oopstown,ST,62863.0,True,True,Typo-First Name
325,Josreph,DONOVAN,2007-04-18,Boy,White,MILTON,DONOVAN,930 Sycamore Road,Oopstown,ST,97702.0,True,True,Typo-First Name
326,Ameloia,KESSLER-OLSON,1998-04-10,Girl,White,NATHANIEL,KESSLER-OLSON,1661 Illinois Avenue,Oopstown,ST,97019.0,True,True,Typo-First Name
327,Triksten,SHOOK,2009-12-31,Boy,White,DEE,SHOOK,3049 Radford Street,Oopstown,ST,40202.0,True,True,Typo-First Name
328,Linbdsay,SIFUENTES,2009-04-15,Girl,Hispanic,ARNOLD,SIFUENTES,1940 Angie Drive,Oopstown,ST,91505.0,True,True,Typo-First Name
329,Daniekl,LANGE,2007-06-07,Boy,White,JONI,LANGE,3607 Sherman Street,Oopstown,ST,68345.0,True,True,Typo-First Name
330,Brooked,SNYDER-CRABTREE,2000-07-31,Girl,White,ROSALIND,KRUEGER,2575 Pursglove Court,Oopstown,ST,45429.0,True,True,Typo-First Name
331,Gertald,GATLING,2004-02-25,Boy,Black,AVA,GATLING,1370 Kovar Road,Oopstown,ST,2053.0,True,True,Typo-First Name
332,Albeert,LUDWIG-CLINE,2001-05-14,Boy,White,WILLA,LUDWIG-CLINE,153 Beechwood Drive,Oopstown,ST,15205.0,True,True,Typo-First Name
333,Angdel,BRAUN,2007-10-12,Boy,White,CECILE,BRAUN,4209 Viking Drive,Oopstown,ST,45732.0,True,True,Typo-First Name
334,Jordhyn,HOFFMAN,2003-05-08,Girl,White,NELL,SHEETS,1303 Cardinal Lane,Oopstown,ST,62301.0,True,True,Typo-First Name
335,Winston,WELLLER,2007-07-18,Boy,White,LARA,WELLER,2902 Swick Hill Street,Oopstown,ST,77853.0,True,True,Typo-Last Name
336,Logan,NIELSSEN,2010-02-07,Boy,White,GLENNA,NIELSEN,1231 Union Street,Oopstown,ST,98109.0,True,True,Typo-Last Name
337,Myra,TAAPIA,2004-07-04,Girl,Hispanic,BETTYE,TAPIA,3609 Old House Drive,Oopstown,ST,45619.0,True,True,Typo-Last Name
338,Sean,RASSMUSSEN-BECKER,2007-11-23,Boy,White,RHODA,RASMUSSEN-BECKER,4140 Ashmor Drive,Oopstown,ST,56482.0,True,True,Typo-Last Name
339,Jack,OCONNNOR,2001-03-13,Boy,White,COREY,OCONNOR,3172 August Lane,Oopstown,ST,71251.0,True,True,Typo-Last Name
340,Ashley,WWOLF,1999-10-11,Girl,White,CLEO,WOLF,3501 Hardman Road,Oopstown,ST,3768.0,True,True,Typo-Last Name
341,Charlie,OMALLLEY,2006-01-28,Boy,White,LEA,LANGE,1786 Hampton Meadows,Oopstown,ST,1742.0,True,True,Typo-Last Name
342,Azariah,BAPTISSTE,1999-06-30,Boy,Black,JAIME,BAPTISTE,1 Green Hill Road,Oopstown,ST,72703.0,True,True,Typo-Last Name
343,Caroline,LARSEEN,2006-03-15,Girl,White,DEBORA,LARSEN,1927 Breezewood Court,Oopstown,ST,67118.0,True,True,Typo-Last Name
344,Jocelyn,MCDONNEELL,2009-01-24,Girl,White,SAM,MCDONNELL,3129 Alpaca Way,Oopstown,ST,92686.0,True,True,Typo-Last Name
345,Hunter,BOUCHAARD,2009-12-11,Boy,White,KERI,BOUCHARD,665 Cinnamon Lane,Oopstown,ST,78205.0,True,True,Typo-Last Name
346,Diamond,WILLLIAMS,2006-11-26,Girl,Black,MILAGROS,LAMPKIN,520 Robinson Lane,Oopstown,ST,43302.0,True,True,Typo-Last Name
347,Mckenna,EPSTEEIN,2009-02-11,Girl,White,DOLLY,EPSTEIN,4022 Green Avenue,Oopstown,ST,94545.0,True,True,Typo-Last Name
348,Gage,MMEYER,2008-10-09,Boy,White,COREY,MEYER,582 Cottrill Lane,Oopstown,ST,63109.0,True,True,Typo-Last Name
349,Raina,VANNG,2003-03-31,Girl,AAPI,KATHERYN,VANG,2430 Rollins Road,Oopstown,ST,68801.0,True,True,Typo-Last Name
350,Gauge,JACCKSON,2006-06-19,Boy,Black,NITA,JACKSON,4037 Kincheloe Road,Oopstown,ST,97383.0,True,True,Typo-Last Name
351,Logan,MAAIER,2000-08-23,Boy,White,LEA,KAISER,4823 Hawks Nest Lane,Oopstown,ST,63101.0,True,True,Typo-Last Name
352,Annalee,LAROCQUEE,2010-04-19,Girl,Native,HALLIE,LAROCQUE,1823 Joanne Lane,Oopstown,ST,1824.0,True,True,Typo-Last Name
353,Valerie,PELLETIEER,2000-07-03,Girl,White,ANGEL,PELLETIER,4313 Broadcast Drive,Oopstown,ST,22021.0,True,True,Typo-Last Name
354,Cora,SCCHNEIDER,1999-11-12,Girl,White,NATHANIEL,SCHNEIDER,4327 Carter Street,Oopstown,ST,62434.0,True,True,Typo-Last Name
355,Roland,ESPARRZA,2001-11-07,Boy,Hispanic,ELMA,ESPARZA,4229 Flinderation Road,Oopstown,ST,60605.0,True,True,Typo-Last Name
356,Aliza,CANTTY,2009-01-19,Girl,Black,ALLAN,CANTY,1499 Kildeer Drive,Oopstown,ST,23502.0,True,True,Typo-Last Name
357,Olivia,GALLAGHERR,2003-11-03,Girl,White,BRENT,VOSS,1757 Rodney Street,Oopstown,ST,63011.0,True,True,Typo-Last Name
358,Eugene,WITTHERSPOON,2003-04-16,Boy,Black,BRIANNA,WITHERSPOON,4402 Green Gate Lane,Oopstown,ST,21202.0,True,True,Typo-Last Name
359,Brooke,KKAPLAN,2008-11-06,Girl,White,URSULA,KAPLAN,1292 Cityview Drive,Oopstown,ST,18101.0,True,True,Typo-Last Name
360,Jackson,SCHULTZZ,2007-06-02,Boy,White,LESTER,SCHULTZ,1771 Callison Lane,Oopstown,ST,19108.0,True,True,Typo-Last Name
361,Jackson,HANSSEN,1998-07-14,Boy,White,LORNA,GREENBERG,3920 Penn Street,Oopstown,ST,65473.0,True,True,Typo-Last Name
362,Carl,BARAJAAS,1999-05-02,Boy,Hispanic,CLARICE,OCHOA,1504 Waldeck Street,Oopstown,ST,76133.0,True,True,Typo-Last Name
363,Elisa,BAUERR,2004-09-06,Girl,White,DOROTHEA,BAUER,2351 Rainbow Drive,Oopstown,ST,44406.0,True,True,Typo-Last Name
364,Londyn,BURKHARTT,2006-04-06,Girl,White,LILLY,PELLETIER,1395 Marshall Street,Oopstown,ST,20707.0,True,True,Typo-Last Name
365,Dylan,SCHMIDT,2000-22-03,Boy,White,JILLIAN,SCHMIDT,4822 Maxwell Farm Road,Oopstown,ST,22801.0,True,True,Typo-DOB
366,Harley,MARISCAL,2000-23-01,Boy,Hispanic,CECIL,MARISCAL,4951 Emma Street,Oopstown,ST,79029.0,True,True,Typo-DOB
367,Randall,WILLIAMS-BATTS,2005-02-09,Boy,Black,DARREN,WILLIAMS-BATTS,3138 Adonais Way,Oopstown,ST,30303.0,True,True,Typo-DOB
368,Hadley,HOFFMAN,2001-04-07,Girl,White,SHAUNA,HOFFMAN,3063 Heritage Road,Oopstown,ST,93711.0,True,True,Typo-DOB
369,Jamison,HESS,1999-04-10,Boy,White,SOCORRO,HESS,4069 Lynch Street,Oopstown,ST,54115.0,True,True,Typo-DOB
370,Evelyn,WOLF,1999-06-11,Girl,White,GEORGINA,WOLF,4592 Barrington Court,Oopstown,ST,72560.0,True,True,Typo-DOB
371,Xavier,MONAHAN,2007-10-09,Boy,White,KIRSTEN,CLEVENGER,3797 Morgan Street,Oopstown,ST,32507.0,True,True,Typo-DOB
372,Mara,MEJIA,2007-17-09,Girl,Hispanic,LESLIE,MEJIA,4247 Saints Alley,Oopstown,ST,33564.0,True,True,Typo-DOB
