,First Name,Last Name,DOB,Gender,Selected Race,Guardian First,Guardian Last,Street,City,State,Zip,SCHOOL_ID
205,Amelie,CONTRERAS,2005-05-01,Girl,Hispanic,OLA,CONTRERAS,1846 Wildrose Lane,Oopstown,ST,48226.0,205
206,Faith,PETERSEN,2007-06-10,Girl,White,BEN,PETERSEN,2536 Kerry Way,Oopstown,ST,90017.0,206
207,Aniya,SORENSON,2010-03-28,Girl,White,ROSARIO,KRAUS,3824 Meadowcrest Lane,Oopstown,ST,41144.0,207
208,Payton,HORVATH,1999-06-26,Girl,White,URSULA,HORVATH,4402 Green Gate Lane,Oopstown,ST,21202.0,208
209,Kole,HATCHETT,2002-09-11,Boy,Black,LOUISA,HATCHETT,1804 Sun Valley Road,Oopstown,ST,98908.0,209
210,Mackenzie,STOCK,2002-05-14,Girl,White,TAMIKA,STOCK,3281 Warner Street,Oopstown,ST,32801.0,210
211,Rosa,HERNANDEZ,2002-10-12,Girl,Hispanic,CORRINE,HERNANDEZ,4700 Washburn Street,Oopstown,ST,70805.0,211
212,Richard,JANSEN,2003-06-22,Boy,White,RAUL,JANSEN,4478 Mesa Drive,Oopstown,ST,89119.0,212
213,Avery,LEHMAN,1998-06-26,Girl,White,SHAUNA,CHRISTENSEN,1736 Hillside Street,Oopstown,ST,85251.0,213
214,Denise,ROBINSON,2007-12-22,Girl,Black,MARGERY,ROBINSON,4155 Traction Street,Oopstown,ST,29302.0,214
215,Quinn,ROTH,1999-06-02,Girl,White,ANGELIA,SCHWARZ,4269 Stroop Hill Road,Oopstown,ST,30309.0,215
216,Haley,BLANKENSHIP-DONOVAN,2002-09-10,Girl,White,NELL,BLANKENSHIP-DONOVAN,841 Glenwood Avenue,Oopstown,ST,44132.0,216
217,Virginia,CERVANTES,2007-03-23,Girl,Hispanic,GLEN,CERVANTES,4226 James Street,Oopstown,ST,14620.0,217
218,Miracle,SCHWARTZ,2008-11-15,Girl,White,DENA,SCHWARTZ,60 Lindale Avenue,Oopstown,ST,94612.0,218
219,Owen,SCHULTZ,2005-04-12,Boy,White,ABBY,RUSSO,3691 Raver Croft Drive,Oopstown,ST,37711.0,219
220,Rayan,VAZQUEZ,1999-09-12,Boy,Hispanic,WILLA,BARRAGAN,591 Tibbs Avenue,Oopstown,ST,59701.0,220
221,Zoe,DECKER,2008-12-08,Girl,White,MARGO,YODER,2127 Monroe Street,Oopstown,ST,77055.0,221
222,James,OLSEN,2009-09-16,Boy,White,LESLEY,MAGUIRE,375 Highland Drive,Oopstown,ST,54911.0,222
223,Sophia,HUMMEL,2006-02-07,Girl,White,RENE,HUMMEL,4015 Neville Street,Oopstown,ST,47274.0,223
224,Jamarion,ROBINSON,2002-04-04,Boy,Black,CATALINA,ROBINSON,4981 Kenwood Place,Oopstown,ST,33301.0,224
225,Logan,OBRIEN,2009-11-24,Boy,White,LATONYA,OBRIEN,102 Conifer Drive,Oopstown,ST,98004.0,225
226,Zion,CHIU,1999-06-25,Girl,AAPI,JULIAN,CHIU,705 Smithfield Avenue,Oopstown,ST,79088.0,226
227,Irene,HERNANDEZ,2005-05-02,Girl,Hispanic,BARBRA,HERNANDEZ,1320 Earnhardt Drive,Oopstown,ST,40205.0,227
228,Sebastian,SHULTZ,2000-08-28,Boy,White,GABRIELA,LEHMAN,3402 Zappia Drive,Oopstown,ST,40443.0,228
229,Craig,KIM,2007-09-01,Boy,AAPI,LIZ,NGUYEN,3420 Sarah Drive,Oopstown,ST,70629.0,229
230,Barbara,WILLIAMS,2002-11-15,Girl,Black,CLARISSA,WILLIAMS,755 Hall Place,Oopstown,ST,75604.0,230
231,Duke,SANTIBANEZ,2003-07-22,Boy,Hispanic,GREG,SAUCEDO,1319 Turkey Pen Lane,Oopstown,ST,36104.0,231
232,Rowan,ONEILL,2007-11-21,Girl,White,BEN,ONEILL,3073 Pineview Drive,Oopstown,ST,55904.0,232
233,Sean,ROTH,2005-02-15,Boy,White,STACI,ROTH,203 August Lane,Oopstown,ST,71101.0,233
234,Briggs,MYLES,2008-02-22,Boy,Black,LAWANDA,MYLES,801 Despard Street,Oopstown,ST,30344.0,234
235,Kingsley,COLEMAN,2007-01-12,Boy,Black,DEENA,WILLIAMS,582 Cottrill Lane,Oopstown,ST,63109.0,235
236,Josiah,MCGRATH,2008-03-20,Boy,White,CHESTER,MCGRATH,3357 Bassel Street,Oopstown,ST,70380.0,236
237,Gabriel,OLSON,1999-03-15,Boy,White,STEFANIE,DONOVAN,1153 Conference Center Way,Oopstown,ST,18614.0,237
238,Damien,SILVERMAN,2002-09-09,Boy,White,RICARDO,SILVERMAN,1749 Pooh Bear Lane,Oopstown,ST,29848.0,238
239,Abdiel,BATTLE,2009-10-20,Boy,Black,ALLYSON,GAYLE,3846 Charack Road,Oopstown,ST,47274.0,239
240,Galilea,CHAMBLISS,1999-03-20,Girl,Black,LORAINE,CHAMBLISS,3362 Maxwell Farm Road,Oopstown,ST,24555.0,240
241,Sam,BAUER,2004-09-07,Boy,White,JEWELL,STAHL,4606 Warner Street,Oopstown,ST,33166.0,241
242,Liam,OLSEN,2001-03-27,Boy,White,ELIZA,OLSEN,4016 Hickory Ridge Drive,Oopstown,ST,89109.0,242
243,Sutton,PARHAM,2001-02-21,Girl,Black,MADGE,WILLIAMS,1407 Elkview Drive,Oopstown,ST,34994.0,243
244,Bryant,GONZALEZ,2003-05-25,Boy,Hispanic,CECIL,RAMIREZ,3915 Oakridge Farm Lane,Oopstown,ST,53051.0,244
245,Layla,SCHULTZ,1999-12-31,Girl,White,GRACIELA,SCHULTZ,2401 Freedom Lane,Oopstown,ST,95340.0,245
246,Lennon,GONZALEZ-RAMIREZ,2003-08-26,Boy,Hispanic,ELISE,ARGUETA,1821 Bottom Lane,Oopstown,ST,14220.0,246
247,Addison,NAGY,2001-09-22,Girl,White,MORGAN,SCHMIDT,1534 Radford Street,Oopstown,ST,40244.0,247
248,Langston,CONTRERAS,2003-03-16,Boy,Hispanic,CLARISSA,CONTRERAS,2752 Harter Street,Oopstown,ST,45402.0,248
249,Ariadne,JOSEPH,2004-03-22,Girl,Black,JULIO,WILLIAMS,1 Green Hill Road,Oopstown,ST,72703.0,249
250,Hudson,DIETZ,2005-07-01,Boy,White,MARGO,DIETZ,4166 Columbia Boulevard,Oopstown,ST,21215.0,250
251,Charlotte,SCHULTZ,2003-01-24,Girl,White,WINNIE,SCHULTZ,4275 Neuport Lane,Oopstown,ST,30201.0,251
252,Owen,STOCK,2008-08-08,Boy,White,LUELLA,KRAFT,3129 Alpaca Way,Oopstown,ST,92686.0,252
253,Lachlan,COLEMAN,2003-09-21,Boy,Black,ROSELLA,COLEMAN,2892 Middleville Road,Oopstown,ST,91744.0,253
254,Braiden,ROUNDTREE,2002-05-23,Boy,Black,CORY,ROUNDTREE,1649 Eden Drive,Oopstown,ST,23227.0,254
255,Julian,MCKENNA,1998-05-28,Boy,White,DERRICK,MCKENNA,971 Irving Place,Oopstown,ST,63069.0,255
256,Kaylynn,GONZALEZ,2006-11-25,Girl,Hispanic,AILEEN,GONZALEZ,3562 Myra Street,Oopstown,ST,2903.0,256
257,Brooke,MCMAHON,2007-11-06,Girl,White,MARGRET,KOWALSKI,3835 Stoney Lonesome Road,Oopstown,ST,18360.0,257
258,Kolten,DIGGS,2005-04-10,Boy,Black,TESSA,WILLIAMS,2368 Olive Street,Oopstown,ST,43609.0,258
259,Anders,ESCAMILLA,2005-09-03,Boy,Hispanic,KATHARINE,ESCAMILLA,872 Windy Ridge Road,Oopstown,ST,46571.0,259
260,Aryana,PALACIOS,2009-10-14,Girl,Hispanic,JEWELL,PALACIOS,404 Quarry Drive,Oopstown,ST,36830.0,260
261,Farrah,WILLIAMS,2008-08-24,Girl,Black,JAMI,WILLIAMS,3274 Denver Avenue,Oopstown,ST,92801.0,261
262,Evelyn,FUNK,2009-08-04,Girl,White,PETRA,FUNK,661 Sunburst Drive,Oopstown,ST,33923.0,262
263,Jovanni,KIM,2000-06-05,Boy,AAPI,FLORINE,KIM,2362 Holt Street,Oopstown,ST,33463.0,263
264,Sebastian,BRENNAN,2000-02-16,Boy,White,HALEY,BRENNAN,4762 Mount Olive Road,Oopstown,ST,30076.0,264
265,Yehuda,YAZZIE,2003-10-24,Boy,Native,INES,BEGAY,1502 Kessla Way,Oopstown,ST,29577.0,265
266,Chase,SNYDER,2004-07-25,Boy,White,CALLIE,SNYDER,1131 Swick Hill Street,Oopstown,ST,77032.0,266
267,Dimitri,WILLIAMS,2001-01-02,Boy,Black,ELVIA,WILLIAMS,2604 Tree Frog Lane,Oopstown,ST,66215.0,267
268,Cristian,BOLLINGER,2008-11-24,Boy,White,RICK,BOLLINGER,1182 Delaware Avenue,Oopstown,ST,94568.0,268
269,Aidyn,CHUNG,2007-03-03,Boy,AAPI,MARION,MA,2470 Caynor Circle,Oopstown,ST,7477.0,269
270,Lincoln,SHOEMAKER,2008-11-14,Boy,White,JANETTE,SHOEMAKER,4210 Arrowood Drive,Oopstown,ST,32091.0,270
271,Sierra,OLSON,2006-04-23,Girl,White,ESTELA,BUSCH,2643 Trouser Leg Road,Oopstown,ST,1103.0,271
272,Kaydence,COUGHLIN,2002-06-09,Girl,White,ROSALYN,SCHNEIDER,2835 Eastland Avenue,Oopstown,ST,39201.0,272
273,Sara,CURRAN,2007-06-21,Girl,White,ELMA,CURRAN,3146 Pallet Street,Oopstown,ST,10606.0,273
274,Lochlan,PATEL,2003-08-21,Boy,AAPI,ANASTASIA,PATEL,388 Whitetail Lane,Oopstown,ST,75253.0,274
275,Thiago,LARSON,2000-06-18,Boy,White,BERNADINE,LARSON,933 Ash Street,Oopstown,ST,75287.0,275
276,Colton,NEWCOMB,2010-07-30,Boy,White,LADONNA,GOLDBERG,3529 Half and Half Drive,Oopstown,ST,93210.0,276
277,Alice,BOLLINGER,2005-06-22,Girl,White,DUANE,BOLLINGER,4729 Johnson Street,Oopstown,ST,27529.0,277
278,Angelica,JENSEN,2002-12-06,Girl,White,LARA,JENSEN,1576 Conifer Drive,Oopstown,ST,98161.0,278
279,Aviana,DARDEN,2002-03-17,Girl,Black,EVE,DARDEN,38 Elk City Road,Oopstown,ST,46204.0,279
280,Zainab,WILLIAMS,2000-08-19,Girl,Black,MADGE,MOORER,3317 Poplar Chase Lane,Oopstown,ST,83702.0,280
281,Monroe,WILLIAMS,2007-12-10,Girl,Black,JEANIE,CHARLES,2985 Kimberly Way,Oopstown,ST,49503.0,281
282,Sophie,RUSSO,2003-08-01,Girl,White,CONSUELO,RUSSO,4312 Coventry Court,Oopstown,ST,39531.0,282
283,Joaquin,GARBER,2009-06-17,Boy,White,MARC,GARBER,3433 Hall Valley Drive,Oopstown,ST,25701.0,283
284,Elaine,JUAREZ,1998-09-14,Girl,Hispanic,JOCELYN,JUAREZ,3529 Twin Willow Lane,Oopstown,ST,28540.0,284
285,Nolan,ROSENBERG,2005-04-15,Boy,White,MORGAN,ROSENBERG,4095 Stroop Hill Road,Oopstown,ST,30303.0,285
286,Lillianna,WILLIAM,1999-01-07,Girl,Black,RAE,WILLIAM,729 Havanna Street,Oopstown,ST,27573.0,286
287,Audrey,SNYDER,2001-08-07,Girl,White,SHANE,SNYDER,1487 Lucy Lane,Oopstown,ST,47274.0,287
288,Addison,SCHNEIDER,2005-07-10,Girl,White,BRETT,SAUER,544 Hill Haven Drive,Oopstown,ST,98499.0,288
289,Leona,RAMIREZ,2008-11-17,Girl,Hispanic,DENA,RAMIREZ,891 Fulton Street,Oopstown,ST,26030.0,289
290,Fisher,FRIERSON-WOODSON,2009-04-05,Boy,Black,ALTHEA,FRIERSON-WOODSON,985 Sun Valley Road,Oopstown,ST,99201.0,290
291,Kai,OLSEN,2001-06-29,Boy,White,AILEEN,OLSEN,1915 Carson Street,Oopstown,ST,40403.0,291
292,Victoria,BURGER,2002-10-24,Girl,White,WESLEY,BURGER,843 Sherwood Circle,Oopstown,ST,27410.0,292
293,Yusuf,RAMIREZ,2004-01-28,Boy,Hispanic,ELNORA,RAMIREZ,3221 Grove Street,Oopstown,ST,10013.0,293
294,Noah,HANSEN,2000-12-17,Boy,White,ABBY,HANSEN,4860 Finwood Road,Oopstown,ST,7042.0,294
295,Terrell,ROBINSON,2005-01-28,Boy,Black,ZELMA,ROBINSON,2748 Adamsville Road,Oopstown,ST,78501.0,295
296,Lyric,MUHAMMAD,1998-12-24,Boy,Black,TESSA,MUHAMMAD,4555 College Street,Oopstown,ST,30338.0,296
297,Harper,SCHMITZ,2001-10-21,Girl,White,ESPERANZA,DAIGLE,3809 Broadcast Drive,Oopstown,ST,20166.0,297
298,Malachi,RUSSO,2000-03-13,Boy,White,NOLA,RUSSO,377 Brannon Street,Oopstown,ST,90017.0,298
299,Yusuf,SAGASTUME,1998-07-24,Boy,Hispanic,MARITZA,ESCAMILLA,4728 Murry Street,Oopstown,ST,23505.0,299
300,Reagan,KOEHLER-LEHMAN,2009-06-15,Girl,White,LESLEY,SCHAEFER,4426 University Drive,Oopstown,ST,60654.0,300
301,Kennedy,CHRISTENSEN,2008-11-24,Girl,White,MIA,BARNHART,1956 Musgrave Street,Oopstown,ST,73075.0,301
302,Gavin,FRIEDMAN-ENGEL,2001-01-12,Boy,White,VALARIE,KOCH,2583 McVaney Road,Oopstown,ST,28601.0,302
303,Mason,BAUMAN,2003-07-17,Boy,White,CONSUELO,BAUMAN,1319 Calico Drive,Oopstown,ST,99114.0,303
304,Kylie,YEAGER,2006-09-20,Girl,White,DEAN,YEAGER,2229 Whitetail Lane,Oopstown,ST,75240.0,304
305,Channing,CASTELLANOS,2000-09-10,Boy,Hispanic,DERRICK,CASTELLANOS,4544 Honeysuckle Lane,Oopstown,ST,98161.0,305
306,Nathan,JENSEN,1999-07-31,Boy,White,NELL,REILLY,4482 Young Road,Oopstown,ST,83702.0,306
307,Olivia,MAIER,2010-09-04,Girl,White,CONSUELO,CRAMER,1837 Flanigan Oaks Drive,Oopstown,ST,20892.0,307
308,Alaya,WILLIAMS,2007-07-23,Girl,Black,LILIANA,WASHINGTON,1639 Smith Street,Oopstown,ST,1606.0,308
309,Reuben,WASHINGTON,2003-07-23,Boy,Black,JESSIE,WASHINGTON,2429 Locust Court,Oopstown,ST,90670.0,309
310,Aryana,HERNANDEZ,2010-09-17,Girl,Hispanic,BEATRIZ,ZERMENO,4839 South Street,Oopstown,ST,22903.0,310
311,Ella,SCHUBERT,2006-05-12,Girl,White,LETHA,SCHUBERT,142 Garfield Road,Oopstown,ST,61607.0,311
312,Christian,BARNHART,2003-05-15,Boy,White,JIMMIE,BARNHART,4280 Fincham Road,Oopstown,ST,91752.0,312
313,Oliver,LEHMAN,2005-11-24,Boy,White,BEN,MEYER,1344 Spring Haven Trail,Oopstown,ST,7042.0,313
314,Connor,WEINSTEIN,2003-04-15,Boy,White,SHEENA,ALLRED,3956 Meadow View Drive,Oopstown,ST,6492.0,314
315,Priscilla,WOLF,1999-07-12,Girl,White,DUSTIN,WOLF,1749 Pooh Bear Lane,Oopstown,ST,29848.0,315
316,Abigail,FREY,2010-05-23,Girl,White,GRACIELA,FREY,3786 Southern Avenue,Oopstown,ST,63366.0,316
317,Natalia,MCNALLY,2010-12-18,Girl,White,FAY,MCNALLY,3317 Poplar Chase Lane,Oopstown,ST,83702.0,317
318,Jericho,KANG,1999-10-30,Boy,AAPI,MARIETTA,KANG,4007 Ross Street,Oopstown,ST,62863.0,318
319,Esme,WILLIAMS,2001-05-17,Girl,Black,JAVIER,WILLIAMS,2565 Dola Mine Road,Oopstown,ST,27549.0,319
320,Truman,LUONG,2002-10-14,Boy,AAPI,DEIRDRE,MOUA,4872 Martha Ellen Drive,Oopstown,ST,89509.0,320
321,Elsa,SCHWARTZ,2010-08-05,Girl,White,LACEY,SCHWARTZ,1690 Kelly Street,Oopstown,ST,28073.0,321
322,Amir,ALBRECHT,2005-12-06,Boy,White,GABRIELA,CAHILL,4229 Flinderation Road,Oopstown,ST,60605.0,322
323,Jeremy,SKAGGS-MOSER,2002-06-12,Boy,White,MAVIS,SKAGGS-MOSER,1094 College Street,Oopstown,ST,30030.0,323
324,Abrielle,YU,2010-12-14,Girl,AAPI,HALLIE,YU,4007 Ross Street,Oopstown,ST,62863.0,324
325,Joseph,DONOVAN,2007-04-18,Boy,White,MILTON,DONOVAN,930 Sycamore Road,Oopstown,ST,97702.0,325
326,Amelia,KESSLER-OLSON,1998-04-10,Girl,White,NATHANIEL,KESSLER-OLSON,1661 Illinois Avenue,Oopstown,ST,97019.0,326
327,Tristen,SHOOK,2009-12-31,Boy,White,DEE,SHOOK,3049 Radford Street,Oopstown,ST,40202.0,327
328,Lindsay,SIFUENTES,2009-04-15,Girl,Hispanic,ARNOLD,SIFUENTES,1940 Angie Drive,Oopstown,ST,91505.0,328
329,Daniel,LANGE,2007-06-07,Boy,White,JONI,LANGE,3607 Sherman Street,Oopstown,ST,68345.0,329
330,Brooke,SNYDER-CRABTREE,2000-07-31,Girl,White,ROSALIND,KRUEGER,2575 Pursglove Court,Oopstown,ST,45429.0,330
331,Gerald,GATLING,2004-02-25,Boy,Black,AVA,GATLING,1370 Kovar Road,Oopstown,ST,2053.0,331
332,Albert,LUDWIG-CLINE,2001-05-14,Boy,White,WILLA,LUDWIG-CLINE,153 Beechwood Drive,Oopstown,ST,15205.0,332
333,Angel,BRAUN,2007-10-12,Boy,White,CECILE,BRAUN,4209 Viking Drive,Oopstown,ST,45732.0,333
334,Jordyn,HOFFMAN,2003-05-08,Girl,White,NELL,SHEETS,1303 Cardinal Lane,Oopstown,ST,62301.0,334
335,Winston,WELLER,2007-07-18,Boy,White,LARA,WELLER,2902 Swick Hill Street,Oopstown,ST,77853.0,335
336,Logan,NIELSEN,2010-02-07,Boy,White,GLENNA,NIELSEN,1231 Union Street,Oopstown,ST,98109.0,336
337,Myra,TAPIA,2004-07-04,Girl,Hispanic,BETTYE,TAPIA,3609 Old House Drive,Oopstown,ST,45619.0,337
338,Sean,RASMUSSEN-BECKER,2007-11-23,Boy,White,RHODA,RASMUSSEN-BECKER,4140 Ashmor Drive,Oopstown,ST,56482.0,338
339,Jack,OCONNOR,2001-03-13,Boy,White,COREY,OCONNOR,3172 August Lane,Oopstown,ST,71251.0,339
340,Ashley,WOLF,1999-10-11,Girl,White,CLEO,WOLF,3501 Hardman Road,Oopstown,ST,3768.0,340
341,Charlie,OMALLEY,2006-01-28,Boy,White,LEA,LANGE,1786 Hampton Meadows,Oopstown,ST,1742.0,341
342,Azariah,BAPTISTE,1999-06-30,Boy,Black,JAIME,BAPTISTE,1 Green Hill Road,Oopstown,ST,72703.0,342
343,Caroline,LARSEN,2006-03-15,Girl,White,DEBORA,LARSEN,1927 Breezewood Court,Oopstown,ST,67118.0,343
344,Jocelyn,MCDONNELL,2009-01-24,Girl,White,SAM,MCDONNELL,3129 Alpaca Way,Oopstown,ST,92686.0,344
345,Hunter,BOUCHARD,2009-12-11,Boy,White,KERI,BOUCHARD,665 Cinnamon Lane,Oopstown,ST,78205.0,345
346,Diamond,WILLIAMS,2006-11-26,Girl,Black,MILAGROS,LAMPKIN,520 Robinson Lane,Oopstown,ST,43302.0,346
347,Mckenna,EPSTEIN,2009-02-11,Girl,White,DOLLY,EPSTEIN,4022 Green Avenue,Oopstown,ST,94545.0,347
348,Gage,MEYER,2008-10-09,Boy,White,COREY,MEYER,582 Cottrill Lane,Oopstown,ST,63109.0,348
349,Raina,VANG,2003-03-31,Girl,AAPI,KATHERYN,VANG,2430 Rollins Road,Oopstown,ST,68801.0,349
350,Gauge,JACKSON,2006-06-19,Boy,Black,NITA,JACKSON,4037 Kincheloe Road,Oopstown,ST,97383.0,350
351,Logan,MAIER,2000-08-23,Boy,White,LEA,KAISER,4823 Hawks Nest Lane,Oopstown,ST,63101.0,351
352,Annalee,LAROCQUE,2010-04-19,Girl,Native,HALLIE,LAROCQUE,1823 Joanne Lane,Oopstown,ST,1824.0,352
353,Valerie,PELLETIER,2000-07-03,Girl,White,ANGEL,PELLETIER,4313 Broadcast Drive,Oopstown,ST,22021.0,353
354,Cora,SCHNEIDER,1999-11-12,Girl,White,NATHANIEL,SCHNEIDER,4327 Carter Street,Oopstown,ST,62434.0,354
355,Roland,ESPARZA,2001-11-07,Boy,Hispanic,ELMA,ESPARZA,4229 Flinderation Road,Oopstown,ST,60605.0,355
356,Aliza,CANTY,2009-01-19,Girl,Black,ALLAN,CANTY,1499 Kildeer Drive,Oopstown,ST,23502.0,356
357,Olivia,GALLAGHER,2003-11-03,Girl,White,BRENT,VOSS,1757 Rodney Street,Oopstown,ST,63011.0,357
358,Eugene,WITHERSPOON,2003-04-16,Boy,Black,BRIANNA,WITHERSPOON,4402 Green Gate Lane,Oopstown,ST,21202.0,358
359,Brooke,KAPLAN,2008-11-06,Girl,White,URSULA,KAPLAN,1292 Cityview Drive,Oopstown,ST,18101.0,359
360,Jackson,SCHULTZ,2007-06-02,Boy,White,LESTER,SCHULTZ,1771 Callison Lane,Oopstown,ST,19108.0,360
361,Jackson,HANSEN,1998-07-14,Boy,White,LORNA,GREENBERG,3920 Penn Street,Oopstown,ST,65473.0,361
362,Carl,BARAJAS,1999-05-02,Boy,Hispanic,CLARICE,OCHOA,1504 Waldeck Street,Oopstown,ST,76133.0,362
363,Elisa,BAUER,2004-09-06,Girl,White,DOROTHEA,BAUER,2351 Rainbow Drive,Oopstown,ST,44406.0,363
364,Londyn,BURKHART,2006-04-06,Girl,White,LILLY,PELLETIER,1395 Marshall Street,Oopstown,ST,20707.0,364
365,Dylan,SCHMIDT,2000-03-22,Boy,White,JILLIAN,SCHMIDT,4822 Maxwell Farm Road,Oopstown,ST,22801.0,365
366,Harley,MARISCAL,2000-01-23,Boy,Hispanic,CECIL,MARISCAL,4951 Emma Street,Oopstown,ST,79029.0,366
367,Randall,WILLIAMS-BATTS,2005-09-02,Boy,Black,DARREN,WILLIAMS-BATTS,3138 Adonais Way,Oopstown,ST,30303.0,367
368,Hadley,HOFFMAN,2001-07-04,Girl,White,SHAUNA,HOFFMAN,3063 Heritage Road,Oopstown,ST,93711.0,368
369,Jamison,HESS,1999-10-04,Boy,White,SOCORRO,HESS,4069 Lynch Street,Oopstown,ST,54115.0,369
370,Evelyn,WOLF,1999-11-06,Girl,White,GEORGINA,WOLF,4592 Barrington Court,Oopstown,ST,72560.0,370
371,Xavier,MONAHAN,2007-09-10,Boy,White,KIRSTEN,CLEVENGER,3797 Morgan Street,Oopstown,ST,32507.0,371
372,Mara,MEJIA,2007-09-17,Girl,Hispanic,LESLIE,MEJIA,4247 Saints Alley,Oopstown,ST,33564.0,372
373,Mariah,CONNOLLY,2003-03-22,Girl,White,AILEEN,HECK,1197 Austin Avenue,Oopstown,ST,31520.0,373
374,Lilyanna,ROBINSON,2004-04-10,Girl,Black,SASHA,ROBINSON,137 Saint Francis Way,Oopstown,ST,53142.0,374
375,Andrea,ROTH,2006-11-29,Girl,White,IMOGENE,ROTH,2650 Jadewood Drive,Oopstown,ST,60089.0,375
376,Brecken,PIERRE,2007-11-06,Boy,Black,ALISSA,PIERRE,1329 Lynch Street,Oopstown,ST,53202.0,376
377,Albert,DOHERTY,1999-04-11,Boy,White,BRETT,DOHERTY,4074 August Lane,Oopstown,ST,71101.0,377
378,Benjamin,KERN,2002-09-24,Boy,White,RAFAEL,KERN,502 Geraldine Lane,Oopstown,ST,10022.0,378
379,James,SNYDER,2000-03-08,Boy,White,CLYDE,SNYDER,1786 Mulberry Avenue,Oopstown,ST,72039.0,379
380,Julian,WENDT,2007-08-11,Boy,White,ANGELIA,WENDT,3768 Small Street,Oopstown,ST,10022.0,380
381,Baylor,TANG,2000-12-31,Boy,AAPI,KIRK,TANG,140 County Line Road,Oopstown,ST,33634.0,381
382,Charlotte,COFFMAN,1998-04-07,Girl,White,RON,BERG,2390 Luke Lane,Oopstown,ST,73401.0,382
383,Anabel,BLUE,2009-07-26,Girl,Black,TOMMIE,BLUE,661 Beechwood Drive,Oopstown,ST,15222.0,383
384,Keira,FRIEDMAN,2009-07-22,Girl,White,FRANKIE,FRIEDMAN,489 Gladwell Street,Oopstown,ST,75601.0,384
385,Valentina,KAMINSKI,2001-10-12,Girl,White,LUPE,KAMINSKI,1339 Turkey Pen Lane,Oopstown,ST,36104.0,385
386,Natalie,DECKER,1998-04-18,Girl,White,LUCILE,DECKER,4058 Nutters Barn Lane,Oopstown,ST,50266.0,386
387,Jeremiah,KRAMER,2006-07-09,Boy,White,ERICKA,KRAMER,1695 Morningview Lane,Oopstown,ST,50438.0,387
388,Mira,ZELAYA,1999-02-14,Girl,Hispanic,MAGDALENA,HERNANDEZ,1695 Fincham Road,Oopstown,ST,92262.0,388
389,Channing,HUIZAR,2006-07-31,Boy,Hispanic,TIM,HUIZAR,759 Fort Street,Oopstown,ST,28562.0,389
390,Xzavier,RAMIREZ,2004-10-02,Boy,Hispanic,PETRA,RAMIREZ,2854 Orphan Road,Oopstown,ST,54701.0,390
391,Dorothy,HUIZAR,2008-06-20,Girl,Hispanic,BARBRA,HERNANDEZ,2333 Hartway Street,Oopstown,ST,57248.0,391
392,Daniel,KOENIG,1999-05-09,Boy,White,DERRICK,LEAVITT,4525 Fulton Street,Oopstown,ST,26062.0,392
393,Jayden,FRANTZ,2010-10-12,Boy,White,LORIE,SCHULTZ,1793 Walton Street,Oopstown,ST,84104.0,393
394,Will,BANKS,2004-04-11,Boy,Black,LORAINE,BANKS,4872 Martha Ellen Drive,Oopstown,ST,89509.0,394
395,Marina,CARDENAS,2004-08-07,Girl,Hispanic,GRACIELA,AMAYA,674 Willison Street,Oopstown,ST,55121.0,395
396,Zion,LUONG,2007-11-23,Girl,AAPI,ANNMARIE,LUONG,4130 Sarah Drive,Oopstown,ST,70629.0,396
397,Harlow,CHRISTIANSEN,2010-12-13,Girl,White,ELNORA,CHRISTIANSEN,4049 Calvin Street,Oopstown,ST,21601.0,397
398,Urijah,WILLIAMS,2010-02-23,Boy,Black,SAUNDRA,WILLIAMS,979 Lamberts Branch Road,Oopstown,ST,33143.0,398
399,Broderick,HUYNH,2010-06-27,Boy,AAPI,MADELEINE,SHIN,1006 Coal Road,Oopstown,ST,18641.0,399
400,Genevieve,KEATING,2008-01-09,Girl,White,DEE,KEATING,3078 Colony Street,Oopstown,ST,6430.0,400
401,Edith,LEMUS,2002-10-22,Girl,Hispanic,DOROTHEA,ROJAS,4257 Oakway Lane,Oopstown,ST,91335.0,401
402,Javion,WILLIAMS,2004-07-06,Boy,Black,KARINA,CELESTIN,191 Blue Spruce Lane,Oopstown,ST,21207.0,402
403,Alma,HERNANDEZ,2008-09-14,Girl,Hispanic,JAYNE,HERNANDEZ,2805 Arbor Court,Oopstown,ST,82633.0,403
404,Elyse,AYALA,1999-11-21,Girl,Hispanic,JILLIAN,AYALA,4500 Wayside Lane,Oopstown,ST,94597.0,404
405,Christina,PAPPAS-MAYER,2000-09-20,Girl,White,MILLIE,KERN,4555 College Street,Oopstown,ST,30338.0,405
406,Landry,ALSTON-ROBINSON,1998-01-25,Boy,Black,MADELYN,BOOKER,58 Rainbow Road,Oopstown,ST,91801.0,406
407,Angeline,JACKSON,2000-09-27,Girl,Black,NEIL,JACKSON,4306 Better Street,Oopstown,ST,66101.0,407
408,Daniela,ADCOCK,2010-02-20,Girl,White,STACI,RIZZO,336 Rafe Lane,Oopstown,ST,38725.0,408
409,Yusuf,CIFUENTES,1999-01-04,Boy,Hispanic,RACHELLE,CIFUENTES,1997 Terra Cotta Street,Oopstown,ST,56452.0,409
410,Jolie,COLEMAN,2006-10-25,Girl,Black,PENELOPE,DORTCH,827 Red Maple Drive,Oopstown,ST,91766.0,410
411,Emily,GRIMM,1999-02-02,Girl,White,DEBORA,GRIMM,4717 Khale Street,Oopstown,ST,29488.0,411
